from,rel,to
http://www.wikidata.org/entity/Q428985,http://www.w3.org/2000/01/rdf-schema#label,Un coin de table
http://www.wikidata.org/entity/Q3589109,http://schema.org/description,statue antique en bronze
http://www.wikidata.org/entity/Q1314013,http://www.wikidata.org/prop/direct/P6216,http://www.wikidata.org/entity/Q19652
http://www.wikidata.org/entity/Q185255,http://www.wikidata.org/prop/direct/P4969,http://www.wikidata.org/entity/Q20810260
http://www.wikidata.org/entity/Q3213774,http://www.wikidata.org/prop/direct/P186,http://www.wikidata.org/entity/Q296955
http://www.wikidata.org/entity/Q1231009,http://www.wikidata.org/prop/direct/P495,http://www.wikidata.org/entity/Q142
http://www.wikidata.org/entity/Q18384768,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q287
http://www.wikidata.org/entity/Q3225661,http://www.wikidata.org/prop/direct/P186,http://www.wikidata.org/entity/Q296955
http://www.wikidata.org/entity/Q3503317,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q858316
http://www.wikidata.org/entity/Q17627559,http://schema.org/description,painting by Matthias Stom
http://www.wikidata.org/entity/Q2873059,http://www.wikidata.org/prop/direct/P2049,222
http://www.wikidata.org/entity/Q2984817,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q284865
http://www.wikidata.org/entity/Q19947579,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://wikiba.se/ontology#Item
http://www.wikidata.org/entity/Q6145103,http://www.w3.org/2004/02/skos/core#altLabel,Displaying the Body of Saint Bonaventure
http://www.wikidata.org/entity/Q3697655,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q3305213
http://www.wikidata.org/entity/Q212616,http://schema.org/description,painting by Théodore Géricault
http://www.wikidata.org/entity/Q9395635,http://www.wikidata.org/prop/direct/P2048,162
http://www.wikidata.org/entity/Q5454994,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q62577
http://www.wikidata.org/entity/Q5966403,http://www.wikidata.org/prop/direct/P136,http://www.wikidata.org/entity/Q134307
http://www.wikidata.org/entity/Q9396869,http://www.wikidata.org/prop/direct/P373,Saint Matthew and the angel by Rembrandt
http://www.wikidata.org/entity/Q9402747,http://www.wikidata.org/prop/direct/P2048,107
http://www.wikidata.org/entity/Q3212142,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q1807269
http://www.wikidata.org/entity/Q18043247,http://www.wikidata.org/prop/direct/P2049,160
http://www.wikidata.org/entity/Q1551926,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q2367101
http://www.wikidata.org/entity/Q15934807,http://www.w3.org/2000/01/rdf-schema#label,"Ixion, king of the Lapiths, deceived by Juno, who he wished to seduce"
http://www.wikidata.org/entity/Q3611769,http://www.wikidata.org/prop/direct/P6216,http://www.wikidata.org/entity/Q19652
http://www.wikidata.org/entity/Q17353183,http://www.w3.org/2000/01/rdf-schema#label,Hélène Fourment au carrosse
http://www.wikidata.org/entity/Q3373686,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q751876
http://www.wikidata.org/entity/Q3210253,http://www.w3.org/2004/02/skos/core#altLabel,Marie-Madeleine avec la flamme filante
http://www.wikidata.org/entity/Q3947312,http://www.wikidata.org/prop/direct/P1476,Saint Jérôme pénitent
http://www.wikidata.org/entity/Q443779,http://www.wikidata.org/prop/direct/P2032,1932-01-01T00:00:00+00:00
http://www.wikidata.org/entity/Q3563746,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q12284
http://www.wikidata.org/entity/Q9158957,http://www.wikidata.org/prop/direct/P186,http://www.wikidata.org/entity/Q106857709
http://www.wikidata.org/entity/Q24249,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q10884
http://www.wikidata.org/entity/Q972295,http://www.wikidata.org/prop/direct/P571,1814-01-01T00:00:00+00:00
http://www.wikidata.org/entity/Q3399378,http://www.wikidata.org/prop/direct/P571,1918-01-01T00:00:00+00:00
http://www.wikidata.org/entity/Q849063,http://www.w3.org/2000/01/rdf-schema#label,Venus of Brassempouy
http://www.wikidata.org/entity/Q544488,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q140
http://www.wikidata.org/entity/Q2872714,http://www.wikidata.org/prop/direct/P571,1794-01-01T00:00:00+00:00
http://www.wikidata.org/entity/Q3937379,http://schema.org/description,tableau d'Edgar Degas
http://www.wikidata.org/entity/Q7142987,http://www.wikidata.org/prop/direct/P6216,http://www.wikidata.org/entity/Q19652
http://www.wikidata.org/entity/Q38516820,http://www.wikidata.org/prop/direct/P195,http://www.wikidata.org/entity/Q1535963
http://www.wikidata.org/entity/Q18226124,http://www.wikidata.org/prop/direct/P195,http://www.wikidata.org/entity/Q3044768
http://www.wikidata.org/entity/Q3794660,http://schema.org/description,peinture d'Edgar Degas
http://www.wikidata.org/entity/Q2571560,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q3305213
http://www.wikidata.org/entity/Q3206709,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/entity/Q142
http://www.wikidata.org/entity/Q15917726,http://www.wikidata.org/prop/direct/P186,http://www.wikidata.org/entity/Q296955
http://www.wikidata.org/entity/Q15844756,http://www.wikidata.org/prop/direct/P608,http://www.wikidata.org/entity/Q15617708
http://www.wikidata.org/entity/Q11826275,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q3305213
http://www.wikidata.org/entity/Q29530,http://www.wikidata.org/prop/direct/P571,1830-01-01T00:00:00+00:00
http://www.wikidata.org/entity/Q17492292,http://www.wikidata.org/prop/direct/P136,http://www.wikidata.org/entity/Q191163
http://www.wikidata.org/entity/Q18565917,http://www.wikidata.org/prop/direct/P186,http://www.wikidata.org/entity/Q296955
http://www.wikidata.org/entity/Q3178376,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q200539
http://www.wikidata.org/entity/Q1551926,http://www.wikidata.org/prop/direct/P186,http://www.wikidata.org/entity/Q12321255
http://www.wikidata.org/entity/Q212616,http://www.w3.org/2004/02/skos/core#altLabel,Radeau de la meduse
http://www.wikidata.org/entity/Q3210253,http://www.wikidata.org/prop/direct/P2049,94
http://www.wikidata.org/entity/Q3937485,http://www.wikidata.org/prop/direct/P170,http://www.wikidata.org/entity/Q150679
http://www.wikidata.org/entity/Q2985455,http://www.wikidata.org/prop/direct/P2049,95
http://www.wikidata.org/entity/Q9372007,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q331341
http://www.wikidata.org/entity/Q443779,http://www.wikidata.org/prop/direct/P1412,http://www.wikidata.org/entity/Q1321
http://www.wikidata.org/entity/Q17493279,http://schema.org/description,painting by Maximilien Luce
http://www.wikidata.org/entity/Q47510174,http://www.wikidata.org/prop/direct/P6216,http://www.wikidata.org/entity/Q19652
http://www.wikidata.org/entity/Q27557223,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q35872
http://www.wikidata.org/entity/Q4790231,http://schema.org/description,tableau de Frères Le Nain
http://www.wikidata.org/entity/Q11826275,http://www.wikidata.org/prop/direct/P6216,http://www.wikidata.org/entity/Q19652
http://www.wikidata.org/entity/Q2843410,http://www.wikidata.org/prop/direct/P1476,Disembarkation of Marie de Medici at Marseilles
http://www.wikidata.org/entity/Q2513064,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q131704
http://www.wikidata.org/entity/Q18649388,http://www.wikidata.org/prop/direct/P571,1771-01-01T00:00:00+00:00
http://www.wikidata.org/entity/Q2413789,http://www.wikidata.org/prop/direct/P88,http://www.wikidata.org/entity/Q593626
http://www.wikidata.org/entity/Q1213917,http://www.wikidata.org/prop/direct/P17,http://www.wikidata.org/entity/Q142
http://www.wikidata.org/entity/Q24930281,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://wikiba.se/ontology#Item
http://www.wikidata.org/entity/Q11826275,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q234668
http://www.wikidata.org/entity/Q3464081,http://www.wikidata.org/prop/direct/P2049,116
http://www.wikidata.org/entity/Q540488,http://www.wikidata.org/prop/direct/P135,http://www.wikidata.org/entity/Q667661
http://www.wikidata.org/entity/Q33255228,http://www.wikidata.org/prop/direct/P2048,348
http://www.wikidata.org/entity/Q6727098,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q1630100
http://www.wikidata.org/entity/Q3381192,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q14748
http://www.wikidata.org/entity/Q1551926,http://www.wikidata.org/prop/direct/P2048,270
http://www.wikidata.org/entity/Q15983746,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q3305213
http://www.wikidata.org/entity/Q2912117,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/entity/Q94319
http://www.wikidata.org/entity/Q20726131,http://www.wikidata.org/prop/direct/P2049,133
http://www.wikidata.org/entity/Q9335245,http://www.wikidata.org/prop/direct/P186,http://www.wikidata.org/entity/Q12321255
http://www.wikidata.org/entity/Q1215604,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q506
http://www.wikidata.org/entity/Q3210253,http://www.w3.org/2004/02/skos/core#altLabel,The Penitent Magdalene
http://www.wikidata.org/entity/Q24249,http://www.wikidata.org/prop/direct/P140,http://www.wikidata.org/entity/Q5043
http://www.wikidata.org/entity/Q2568551,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q944031
http://www.wikidata.org/entity/Q3439636,http://www.wikidata.org/prop/direct/P186,http://www.wikidata.org/entity/Q12321255
http://www.wikidata.org/entity/Q11091772,http://www.wikidata.org/prop/direct/P921,http://www.wikidata.org/entity/Q718702
http://www.wikidata.org/entity/Q18573258,http://www.wikidata.org/prop/direct/P135,http://www.wikidata.org/entity/Q131808
http://www.wikidata.org/entity/Q15617847,http://www.wikidata.org/prop/direct/P186,http://www.wikidata.org/entity/Q296955
http://www.wikidata.org/entity/Q562284,http://www.wikidata.org/prop/direct/P569,1456-01-01T00:00:00+00:00
http://www.wikidata.org/entity/Q18399815,http://schema.org/description,tableau de Dirk Bouts
http://www.wikidata.org/entity/Q47013750,http://www.wikidata.org/prop/direct/P276,http://www.wikidata.org/entity/Q2628596
http://www.wikidata.org/entity/Q17496122,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q3082251
http://www.wikidata.org/entity/Q1193312,http://www.wikidata.org/prop/direct/P373,Le Tricheur à l'as de carreau
http://www.wikidata.org/entity/Q5817081,http://www.wikidata.org/prop/direct/P1476,Echo et Narcisse
http://www.wikidata.org/entity/Q3531160,http://www.wikidata.org/prop/direct/P186,http://www.wikidata.org/entity/Q174219
http://www.wikidata.org/entity/Q3558973,http://www.wikidata.org/prop/direct/P276,http://www.wikidata.org/entity/Q23402
http://www.wikidata.org/entity/Q3292681,http://www.wikidata.org/prop/direct/P910,http://www.wikidata.org/entity/Q18983885
http://www.wikidata.org/entity/Q1314013,http://www.wikidata.org/prop/direct/P276,http://www.wikidata.org/entity/Q4032340
http://www.wikidata.org/entity/Q3612419,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q333
http://www.wikidata.org/entity/Q2513064,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/entity/Q7742
http://www.wikidata.org/entity/Q3873242,http://www.wikidata.org/prop/direct/P571,1485-01-01T00:00:00+00:00
http://www.wikidata.org/entity/Q3181999,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://wikiba.se/ontology#Item
http://www.wikidata.org/entity/Q3119110,http://www.wikidata.org/prop/direct/P195,http://www.wikidata.org/entity/Q3044768
http://www.wikidata.org/entity/Q47169543,http://www.w3.org/2004/02/skos/core#altLabel,Christ Triumphant over Death and Sin
http://www.wikidata.org/entity/Q683274,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q90
http://www.wikidata.org/entity/Q656434,http://www.wikidata.org/prop/direct/P276,http://www.wikidata.org/entity/Q12269950
http://www.wikidata.org/entity/Q20760413,http://www.w3.org/2004/02/skos/core#altLabel,Dune Landscape near Haarlem
http://www.wikidata.org/entity/Q3204146,http://www.wikidata.org/prop/direct/P144,http://www.wikidata.org/entity/Q19968909
http://www.wikidata.org/entity/Q4726754,http://www.wikidata.org/prop/direct/P921,http://www.wikidata.org/entity/Q13422510
http://www.wikidata.org/entity/Q3213787,http://www.wikidata.org/prop/direct/P136,http://www.wikidata.org/entity/Q2864737
http://www.wikidata.org/entity/Q19318765,http://www.w3.org/2004/02/skos/core#altLabel,The Wedding at Cana
http://www.wikidata.org/entity/Q2885144,http://www.wikidata.org/prop/direct/P186,http://www.wikidata.org/entity/Q12321255
http://www.wikidata.org/entity/Q1516449,http://www.wikidata.org/prop/direct/P135,http://www.wikidata.org/entity/Q443153
http://www.wikidata.org/entity/Q3222519,http://www.wikidata.org/prop/direct/P2049,123
http://www.wikidata.org/entity/Q5792618,http://schema.org/description,peinture de Bartolomé Esteban Murillo
http://www.wikidata.org/entity/Q17796696,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q3305213
http://www.wikidata.org/entity/Q3937485,http://www.wikidata.org/prop/direct/P2049,207
http://www.wikidata.org/entity/Q16928483,http://www.wikidata.org/prop/direct/P1476,"Portrait de la comtesse del Carpio, marquise de la Solana"
http://www.wikidata.org/entity/Q3842572,http://www.wikidata.org/prop/direct/P571,1489-01-01T00:00:00+00:00
http://www.wikidata.org/entity/Q2633689,http://schema.org/description,tableau de Piero di Cosimo
http://www.wikidata.org/entity/Q47510545,http://www.wikidata.org/prop/direct/P2049,65.5
http://www.wikidata.org/entity/Q12418,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q2822867
http://www.wikidata.org/entity/Q1224572,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q7561
http://www.wikidata.org/entity/Q2252360,http://www.wikidata.org/prop/direct/P276,http://www.wikidata.org/entity/Q1236032
http://www.wikidata.org/entity/Q15874391,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q232522
http://www.wikidata.org/entity/Q3226360,http://www.wikidata.org/prop/direct/P2049,800
http://www.wikidata.org/entity/Q2290433,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q15179
http://www.wikidata.org/entity/Q1239950,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q1144883
http://www.wikidata.org/entity/Q15707415,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q1335445
http://www.wikidata.org/entity/Q17796696,http://www.wikidata.org/prop/direct/P6216,http://www.wikidata.org/entity/Q19652
http://www.wikidata.org/entity/Q3228069,http://www.wikidata.org/prop/direct/P373,The Bolt by Jean-Honoré Fragonard
http://www.wikidata.org/entity/Q429753,http://www.wikidata.org/prop/direct/P373,The Epsom Derby (Géricault)
http://www.wikidata.org/entity/Q12418,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q8502
http://www.wikidata.org/entity/Q5659824,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q3305213
http://www.wikidata.org/entity/Q19369314,http://www.wikidata.org/prop/direct/P186,http://www.wikidata.org/entity/Q296955
http://www.wikidata.org/entity/Q23912,http://www.wikidata.org/prop/direct/P1476,Jeune tigre jouant avec sa mère
http://www.wikidata.org/entity/Q17493706,http://schema.org/description,painting by Auguste-Barthélemy Glaize
http://www.wikidata.org/entity/Q19318765,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q6460735
http://www.wikidata.org/entity/Q68697473,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q8441
http://www.wikidata.org/entity/Q18226124,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q391414
http://www.wikidata.org/entity/Q1212737,http://www.wikidata.org/prop/direct/P276,http://www.wikidata.org/entity/Q4032385
http://www.wikidata.org/entity/Q3324484,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q3305213
http://www.wikidata.org/entity/Q5944788,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q345
http://www.wikidata.org/entity/Q531329,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q8441
http://www.wikidata.org/entity/Q2533791,http://schema.org/description,painting by Jacques-Louis David
